wave	package	action	path
W3	P3.1	new	ios/RedPenWidgets/RedPenWidgets.entitlements
W3	P3.1	new	ios/RedPenWidgets/Localizable.xcstrings
W3	P3.1	new	ios/RedPen/Shared/Glance/GlanceViews.swift
W3	P3.1	new	ios/RedPen/Shared/Glance/ExamDayAttributes.swift
W3	P3.1	new	ios/RedPen/Shared/Intents/GlanceIntents.swift
W3	P3.1	new	ios/RedPen/Shared/LiveActivities/ExamDayScheduler.swift
W3	P3.1	new	ios/RedPen/Shared/SystemSurfaces.swift
W3	P3.1	new	ios/RedPen/PrivacyInfo.xcprivacy
W3	P3.1	new	ios/UITests/SurfacesUITests.swift
W3	P3.1	new	ios/previews/surfaces.txt
W3	P3.1	fill	ios/RedPen/Shared/Glance/GlancePreviews.swift
W3	P3.1	edit	ios/RedPen/Features/Support/SurfacesSection.swift
W3	P3.1	edit	ios/RedPen/Shared/Hooks/GlanceHooks.swift
W3	P3.1	edit	ios/RedPen/Persistence/GlancePublisher.swift
W3	P3.1	edit	ios/project.yml
W3	P3.1	edit	tools/make_swiftpm.py
W3	P3.1	edit	.github/workflows/app-build.yml
W3	P3.2	new	.github/workflows/testflight.yml
W3	P3.2	new	.github/workflows/appstore-setup.yml
W3	P3.2	new	.github/workflows/store-screenshots.yml
W3	P3.2	new	.github/workflows/reel-footage.yml
W3	P3.2	new	tools/asc/client.mjs
W3	P3.2	new	tools/asc/register.mjs
W3	P3.2	new	tools/asc/products.mjs
W3	P3.2	new	tools/asc/offers.mjs
W3	P3.2	new	tools/asc/metadata.mjs
W3	P3.2	new	tools/asc/screenshots.mjs
W3	P3.2	new	tools/asc/tests/client.test.mjs
W3	P3.2	new	tools/asc/tests/products.test.mjs
W3	P3.2	new	tools/screenshots/caption.py
W3	P3.2	new	tools/tests/test_caption.py
W3	P3.2	new	ios/UITests/StoreScreenshotsUITests.swift
W3	P3.2	new	ios/UITests/ReelFootageUITests.swift
W3	P3.3	new	ci/pcc_enable.sh
W3	P3.3	edit	ios/RedPen/Shared/LLM/OnDeviceAssist.swift
W3	P3.3	edit	ios/RedPen/Shared/LLM/AssistRouter.swift
W3	P3.3	edit	ios/RedPen/Shared/LLM/LocalLLMService.swift
W3	P3.3	edit	ios/RedPen/Features/Support/ModelSettingsView.swift
W5a	P5.0	new	ios/RedPen/Localizable.xcstrings
W5a	P5.0	new	ios/RedPen/InfoPlist.xcstrings
W5a	P5.0	new	ios/RedPen/Shared/AppLanguage.swift
W5a	P5.0	new	ios/RedPen/Shared/TextDirection.swift
W5a	P5.0	new	ios/RedPen/Shared/PlaygroundsLocalization.swift
W5a	P5.0	new	ios/RedPen/L10n/glossary-ar.tsv
W5a	P5.0	new	tools/l10n_lint.py
W5a	P5.0	new	tools/l10n_check.py
W5a	P5.0	new	tools/translate_xliff.mjs
W5a	P5.0	new	tools/tests/test_l10n.py
W5a	P5.0	new	.github/workflows/localize.yml
W5a	P5.0	new	ios/RedPen/Tests/LanguageTests.swift
W5a	P5.0	new	ios/RedPen/Tests/Suites/language.suite
W5a	P5.0	new	ios/UITests/ArabicLayoutUITests.swift
W5a	P5.0	fill	ios/RedPen/Features/Support/AppLanguageRow.swift
W5a	P5.0	edit	ios/RedPen/RedPenApp.swift
W5a	P5.0	edit	ios/project.yml
W5a	P5.0	edit	tools/make_swiftpm.py
W5a	P5.0	edit	.github/workflows/swift-tests.yml
W5a	P5.0	edit	.github/workflows/app-build.yml
W6	P6.1	new	docs/launch/metadata/en-US/name.txt
W6	P6.1	new	docs/launch/metadata/en-US/subtitle.txt
W6	P6.1	new	docs/launch/metadata/en-US/keywords.txt
W6	P6.1	new	docs/launch/metadata/en-US/description.txt
W6	P6.1	new	docs/launch/metadata/en-US/promotional_text.txt
W6	P6.1	new	docs/launch/metadata/en-US/release_notes.txt
W6	P6.1	new	docs/launch/metadata/ar-SA/name.txt
W6	P6.1	new	docs/launch/metadata/ar-SA/subtitle.txt
W6	P6.1	new	docs/launch/metadata/ar-SA/keywords.txt
W6	P6.1	new	docs/launch/metadata/ar-SA/description.txt
W6	P6.1	new	docs/launch/metadata/ar-SA/promotional_text.txt
W6	P6.1	new	docs/launch/metadata/ar-SA/release_notes.txt
W6	P6.1	new	docs/launch/metadata/urls.json
W6	P6.1	new	docs/launch/metadata/screenshot-captions.json
W6	P6.1	new	docs/launch/metadata/review-notes.txt
W6	P6.1	new	docs/launch/pricing.json
W6	P6.1	new	docs/launch/demo-set.json
W6	P6.1	new	tools/demo_content.mjs
W6	P6.1	new	.github/workflows/demo-content.yml
W6	P6.1	new	tools/tests/test_metadata.py
W6	P6.1	edit	server/legal/content.js
